settlement_id,name,district,lon,lat,elevation_m,observed_speed,predicted_speed,prediction_std,prediction_lower,prediction_upper,top_factor_1,top_factor_2,top_factor_3,top_factor_1_value,top_factor_2_value,top_factor_3_value,speed_source,model_version,model_run_date,cv_mae,cv_r2,pop_2km,n_schools_3km,n_clinics_3km,straddles,decisiveness,measurement_priority,measurement_priority_reason
S0425,Kampung Kotunuan Lama,Tuaran,116.4677881,5.9529605,861.0,,19.59000015258789,4.78000020980835,14.800000190734863,24.3700008392334,rwi,pop_2km,backhaul_km,-0.3056,-0.2968,-0.285,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,74,0,0,True,0.7722132739292329,0.854,est 19.6 ±4.8 Mbps (14.8–24.4) · crosses the 21 Mbps line · 74 people within 2km
S0821,Kitoring,Tambunan,116.3436675,5.5739764,759.0,,19.56999969482422,9.779999732971191,9.789999961853027,29.34000015258789,pop_2km,rwi,backhaul_km,-0.6784,-0.3234,-0.0899,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,23,0,0,True,0.8724352988127052,0.818,est 19.6 ±9.8 Mbps (9.8–29.3) · crosses the 21 Mbps line · 23 people within 2km
S0299,Kampung Paka Kiulu,Tuaran,116.3930816,5.994343,333.0,,26.649999618530277,6.960000038146973,19.690000534057617,33.619998931884766,pop_2km,backhaul_km,n_schools_3km,-0.5638,-0.2514,-0.0662,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,22,0,0,True,0.5519429205108275,0.792,est 26.6 ±7.0 Mbps (19.7–33.6) · crosses the 21 Mbps line · 22 people within 2km
S0812,Monsok Tengah,Tambunan,116.358018,5.5700501,573.0,,33.27000045776367,13.670000076293944,19.600000381469727,46.95000076293945,pop_2km,rwi,n_schools_3km,-0.6623,-0.1462,-0.0651,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,23,0,0,True,0.5269853429010566,0.791,est 33.3 ±13.7 Mbps (19.6–47.0) · crosses the 21 Mbps line · 23 people within 2km
S0728,Kuala Tigasa,Keningau,116.1358732,5.2114388,296.0,,31.600000381469727,5.159999847412109,26.450000762939453,36.7599983215332,pop_2km,backhaul_km,n_schools_3km,-0.4998,-0.155,0.0364,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,460,1,0,False,0.3274111530757388,0.392,est 31.6 ±5.2 Mbps (26.5–36.8) · clear of the line · 460 people within 2km
S1439,Kampung Larapan Hujung,Semporna,118.5939145,4.5534766,1.0,,57.25,12.539999961853027,44.709999084472656,69.79000091552734,place,pop_2km,n_schools_3km,0.197,-0.1753,0.1706,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,645,2,0,False,0.2570198805422742,0.367,est 57.2 ±12.5 Mbps (44.7–69.8) · clear of the line · 645 people within 2km
S1431,Kampung Kababak,Semporna,118.5026014,4.5276344,8.0,,31.770000457763672,6.710000038146973,25.06999969482422,38.47999954223633,pop_2km,rwi,place,-0.3163,-0.1908,0.1651,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,301,0,0,False,0.38386726817981165,0.365,est 31.8 ±6.7 Mbps (25.1–38.5) · clear of the line · 301 people within 2km
S0601,Lintuhun Baru,Keningau,116.2102068,5.1431533,382.0,,36.72999954223633,8.0600004196167,28.670000076293945,44.790000915527344,pop_2km,backhaul_km,rwi,-0.2342,-0.1143,0.1083,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,586,0,0,False,0.33879783238927325,0.365,est 36.7 ±8.1 Mbps (28.7–44.8) · clear of the line · 586 people within 2km
S1371,Desa Orcid,Keningau,116.2407374,5.0576442,366.0,,33.0,6.789999961853027,26.209999084472656,39.790000915527344,pop_2km,rwi,backhaul_km,-0.4553,-0.1481,0.0657,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,417,0,0,False,0.3613624255262326,0.364,est 33.0 ±6.8 Mbps (26.2–39.8) · clear of the line · 417 people within 2km
S0626,Wawasan,Keningau,116.5307635,5.2707586,415.0,,36.310001373291016,9.300000190734863,27.01000022888184,45.61000061035156,rwi,pop_2km,n_schools_3km,-0.3356,-0.253,-0.0733,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,315,0,0,False,0.37789514830138443,0.361,est 36.3 ±9.3 Mbps (27.0–45.6) · clear of the line · 315 people within 2km
S0408,Kampung Lok Nunuk,Tuaran,116.2814788,6.2974555,5.0,,40.34999847412109,9.640000343322754,30.709999084472656,49.9900016784668,pop_2km,n_schools_3km,seasonal_water_px,-0.1213,-0.0803,0.0503,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,531,0,0,False,0.3325284834962525,0.355,est 40.3 ±9.6 Mbps (30.7–50.0) · clear of the line · 531 people within 2km
S1225,Vunoi,Pitas,116.9968887,6.5811176,29.0,,35.72999954223633,11.9399995803833,23.799999237060547,47.66999816894531,pop_2km,rwi,backhaul_km,-0.4391,-0.1166,0.1002,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,132,0,0,False,0.44769403723964235,0.348,est 35.7 ±11.9 Mbps (23.8–47.7) · clear of the line · 132 people within 2km
S0014,Lokapas,Pitas,117.2469219,6.8606122,13.0,,36.63999938964844,9.300000190734863,27.34000015258789,45.95000076293945,pop_2km,backhaul_km,rwi,-0.27,0.1969,-0.1574,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,193,0,0,False,0.37289496179662457,0.34,est 36.6 ±9.3 Mbps (27.3–46.0) · clear of the line · 193 people within 2km
S1433,Kampung Lumanggas,Semporna,118.5733795,4.5492253,10.0,,61.7599983215332,17.280000686645508,44.47999954223633,79.02999877929688,pop_2km,place,n_schools_3km,-0.3177,0.2697,0.1119,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,233,1,0,False,0.2690100511392475,0.335,est 61.8 ±17.3 Mbps (44.5–79.0) · clear of the line · 233 people within 2km
S1096,Mapan-Mapan,Pitas,117.2464376,6.8622992,9.0,,36.79999923706055,8.920000076293945,27.88999938964844,45.720001220703125,pop_2km,backhaul_km,rwi,-0.269,0.2058,-0.1765,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,193,0,0,False,0.3608414370576091,0.335,est 36.8 ±8.9 Mbps (27.9–45.7) · clear of the line · 193 people within 2km
S0480,Saliku Pensiangan,Nabawan,116.2504104,4.4883584,188.0,,47.91999816894531,13.489999771118164,34.43000030517578,61.41999816894531,rwi,pop_2km,backhaul_km,0.2903,-0.2042,-0.1287,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,77,1,0,False,0.33382827168481105,0.329,est 47.9 ±13.5 Mbps (34.4–61.4) · clear of the line · 77 people within 2km
S1101,Kandinga,Pitas,117.2403773,6.8554142,3.0,,36.93999862670898,8.8100004196167,28.1299991607666,45.75,pop_2km,backhaul_km,rwi,-0.2625,0.2071,-0.1661,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,193,0,0,False,0.35595962662974767,0.328,est 36.9 ±8.8 Mbps (28.1–45.8) · clear of the line · 193 people within 2km
S0008,Kampung Kalutan,Kudat,116.8673747,7.1981843,14.0,,39.7400016784668,11.479999542236328,28.26000022888184,51.220001220703125,pop_2km,seasonal_water_px,backhaul_km,-0.2583,-0.1806,0.0949,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,97,0,0,False,0.3798808431010786,0.325,est 39.7 ±11.5 Mbps (28.3–51.2) · clear of the line · 97 people within 2km
S0581,Tatapu,Nabawan,116.2576357,4.8993161,473.0,,47.970001220703125,12.270000457763672,35.70000076293945,60.25,pop_2km,backhaul_km,seasonal_water_px,-0.5285,0.4475,0.0449,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,90,1,0,False,0.3126911297890416,0.325,est 48.0 ±12.3 Mbps (35.7–60.2) · clear of the line · 90 people within 2km
S0046,Nabutan Baru,Ranau,116.799061,5.8802415,280.0,,42.0,13.75,28.25,55.75,rwi,backhaul_km,n_schools_3km,-0.4085,0.2074,-0.1057,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,80,0,0,False,0.39568345323741005,0.323,est 42.0 ±13.8 Mbps (28.2–55.8) · clear of the line · 80 people within 2km
S1281,Masanoi,Tenom,115.9558461,4.9660872,575.0,,43.40999984741211,14.109999656677246,29.309999465942383,57.52000045776367,pop_2km,backhaul_km,rwi,-0.5672,0.202,0.1452,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,84,0,0,False,0.38636363220917536,0.32,est 43.4 ±14.1 Mbps (29.3–57.5) · clear of the line · 84 people within 2km
S0431,Ahuron,Tenom,115.9881993,4.9004996,650.0,,26.399999618530277,5.070000171661377,21.32999992370605,31.479999542236328,backhaul_km,pop_2km,rwi,-0.2846,-0.215,-0.1916,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,61,0,0,False,0.48424071377833056,0.318,est 26.4 ±5.1 Mbps (21.3–31.5) · clear of the line · 61 people within 2km
S0271,Unnamed (S0271),Tenom,116.007746,4.9162543,658.0,,23.799999237060547,2.4800000190734863,21.31999969482422,26.270000457763672,rwi,pop_2km,n_schools_3km,-0.3726,-0.2386,-0.0913,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,62,0,0,False,0.46969703948203195,0.317,est 23.8 ±2.5 Mbps (21.3–26.3) · clear of the line · 62 people within 2km
S0583,Panarakan,Nabawan,116.2604083,4.9018965,477.0,,49.36000061035156,12.119999885559082,37.2400016784668,61.470001220703125,pop_2km,backhaul_km,seasonal_water_px,-0.5266,0.4495,0.0432,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,90,1,0,False,0.29940710812944443,0.315,est 49.4 ±12.1 Mbps (37.2–61.5) · clear of the line · 90 people within 2km
S0827,Bolotikon,Tambunan,116.2711104,5.638746,631.0,,41.15999984741211,7.650000095367432,33.5099983215332,48.810001373291016,pop_2km,rwi,backhaul_km,-0.4786,0.2081,0.0875,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,437,0,0,False,0.27508091014410957,0.314,est 41.2 ±7.7 Mbps (33.5–48.8) · clear of the line · 437 people within 2km
S0802,Ulu Monsorulung,Tambunan,116.2321878,5.5999573,775.0,,37.59999847412109,7.96999979019165,29.63999938964844,45.56999969482422,pop_2km,backhaul_km,rwi,-0.3582,0.3582,-0.2841,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,165,0,0,False,0.32437933875509717,0.311,est 37.6 ±8.0 Mbps (29.6–45.6) · clear of the line · 165 people within 2km
S0482,Malilia,Nabawan,116.2221474,4.4124156,299.0,,58.47999954223633,12.279999732971191,46.20000076293945,70.75,pop_2km,rwi,backhaul_km,-0.3878,0.2632,0.2552,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,159,1,0,False,0.24678456414467018,0.302,est 58.5 ±12.3 Mbps (46.2–70.8) · clear of the line · 159 people within 2km
S1098,Lok Kapas,Pitas,117.242507,6.8677008,10.0,,37.20000076293945,7.239999771118164,29.959999084472656,44.43999862670898,pop_2km,backhaul_km,rwi,-0.2721,0.1996,-0.1243,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,193,0,0,False,0.3088737033345482,0.301,est 37.2 ±7.2 Mbps (30.0–44.4) · clear of the line · 193 people within 2km
S0376,Kampung Tinindukan,KotaMarudu,116.760687,6.2961999,170.0,,57.68999862670898,6.329999923706055,51.36000061035156,64.0199966430664,pop_2km,backhaul_km,rwi,-0.1969,-0.1568,0.1223,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,498,1,0,False,0.14714086789863423,0.298,est 57.7 ±6.3 Mbps (51.4–64.0) · clear of the line · 498 people within 2km
S1284,Tilis,Tenom,115.9005547,4.7737699,401.0,,58.45000076293945,14.220000267028809,44.22999954223633,72.66999816894531,backhaul_km,seasonal_water_px,rwi,0.1489,0.0617,0.061,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,220,0,0,False,0.27520805077556126,0.297,est 58.5 ±14.2 Mbps (44.2–72.7) · clear of the line · 220 people within 2km
S0142,Unnamed (S0142),Tongod,116.927504,5.2877832,75.0,,39.02999877929688,14.890000343322754,24.13999938964844,53.91999816894531,rwi,backhaul_km,pop_2km,0.5961,-0.5028,-0.2227,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,38,0,0,False,0.45230864945836813,0.293,est 39.0 ±14.9 Mbps (24.1–53.9) · clear of the line · 38 people within 2km
S0739,Dimpangoh,Keningau,116.1147343,5.1542775,433.0,,55.11000061035156,8.4399995803833,46.68000030517578,63.54999923706055,rwi,pop_2km,seasonal_water_px,0.1591,-0.0967,0.0812,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,1187,0,0,False,0.1983548658648675,0.293,est 55.1 ±8.4 Mbps (46.7–63.5) · clear of the line · 1187 people within 2km
S0731,Bandukan Ulu,Keningau,116.1569642,5.4716419,806.0,,60.13999938964844,13.270000457763672,46.869998931884766,73.41000366210938,backhaul_km,pop_2km,seasonal_water_px,0.1977,-0.1583,0.0664,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,298,0,0,False,0.25319596444186815,0.287,est 60.1 ±13.3 Mbps (46.9–73.4) · clear of the line · 298 people within 2km
S0206,Kampung Tabanka,Sandakan,118.0399306,6.0192756,6.0,,48.02000045776367,19.96999931335449,28.040000915527344,67.98999786376953,seasonal_water_px,backhaul_km,n_schools_3km,-0.1806,-0.103,-0.0769,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,71,0,0,False,0.35697286617303164,0.286,est 48.0 ±20.0 Mbps (28.0–68.0) · clear of the line · 71 people within 2km
S0097,Malaing,Keningau,116.1150432,4.9451215,405.0,,60.43000030517578,13.9399995803833,46.4900016784668,74.37999725341797,rwi,backhaul_km,pop_2km,0.2441,-0.1784,-0.1648,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,206,0,0,False,0.2611954208408234,0.284,est 60.4 ±13.9 Mbps (46.5–74.4) · clear of the line · 206 people within 2km
S1434,Kampung Rasak,Semporna,118.5320359,4.5430409,13.0,,52.29999923706055,5.449999809265137,46.84000015258789,57.75,pop_2km,place,n_schools_3km,-0.3331,0.2032,0.1264,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,247,1,0,False,0.14829931838624183,0.282,est 52.3 ±5.4 Mbps (46.8–57.8) · clear of the line · 247 people within 2km
S0451,Lampas Sabinait,Nabawan,116.3323844,4.5999402,398.0,,61.34999847412109,13.0600004196167,48.27999877929688,74.41000366210938,rwi,pop_2km,backhaul_km,0.3256,-0.2769,0.0816,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,319,0,0,False,0.24452351039363077,0.281,est 61.3 ±13.1 Mbps (48.3–74.4) · clear of the line · 319 people within 2km
S1234,Tukar,Pitas,117.0918455,6.6266504,26.0,,59.4900016784668,17.450000762939453,42.040000915527344,76.94000244140625,rwi,pop_2km,backhaul_km,0.6603,-0.5906,0.0652,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,158,0,0,False,0.28042623909728676,0.281,est 59.5 ±17.5 Mbps (42.0–76.9) · clear of the line · 158 people within 2km
S1017,Longut Lama,Ranau,116.591478,5.8442575,813.0,,44.130001068115234,20.030000686645508,24.09000015258789,64.16000366210938,pop_2km,rwi,n_schools_3km,-0.3204,-0.2322,-0.0785,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,27,0,0,False,0.3933910196646488,0.275,est 44.1 ±20.0 Mbps (24.1–64.2) · clear of the line · 27 people within 2km
S0557,Pampangon,Nabawan,116.4647651,4.6153187,182.0,,57.0,12.130000114440918,44.869998931884766,69.12999725341797,rwi,pop_2km,backhaul_km,0.3552,-0.2224,-0.1188,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,208,0,0,False,0.25202576533552584,0.275,est 57.0 ±12.1 Mbps (44.9–69.1) · clear of the line · 208 people within 2km
S0112,Pahetowai,Tongod,116.8625477,5.0096023,133.0,,38.790000915527344,10.010000228881836,28.780000686645508,48.79999923706055,rwi,seasonal_water_px,backhaul_km,-0.1645,-0.1136,-0.0988,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,41,0,0,False,0.36007193585655417,0.268,est 38.8 ±10.0 Mbps (28.8–48.8) · clear of the line · 41 people within 2km
S0853,Toupos,Ranau,116.8833001,5.6769714,403.0,,44.84000015258789,15.359999656677246,29.479999542236328,60.20000076293945,pop_2km,rwi,backhaul_km,-0.3248,-0.3044,0.2901,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,24,0,0,False,0.38619979250954145,0.268,est 44.8 ±15.4 Mbps (29.5–60.2) · clear of the line · 24 people within 2km
S0737,Tataluan,Keningau,116.1245859,5.1089378,430.0,,49.54999923706055,7.53000020980835,42.02000045776367,57.06999969482422,backhaul_km,rwi,pop_2km,0.1375,-0.1232,-0.1067,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,296,0,0,False,0.20870289149801582,0.266,est 49.5 ±7.5 Mbps (42.0–57.1) · clear of the line · 296 people within 2km
S1432,Kampung Silawa,Semporna,118.5791731,4.5526744,3.0,,64.18000030517578,14.479999542236328,49.70000076293945,78.66000366210938,pop_2km,place,n_schools_3km,-0.207,0.2049,0.1844,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,878,2,0,False,0.0,0.263,est 64.2 ±14.5 Mbps (49.7–78.7) · clear of the line · 878 people within 2km
S1440,Kampung Bakong Bakong,Semporna,118.4752375,4.5737138,11.0,,53.75,32.65999984741211,21.09000015258789,86.41000366210938,rwi,pop_2km,seasonal_water_px,-0.1655,0.129,-0.1067,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,69,0,0,False,0.31413612565445026,0.262,est 53.8 ±32.7 Mbps (21.1–86.4) · clear of the line · 69 people within 2km
S0047,Kampung Membulu,Keningau,116.1212014,5.2052634,349.0,,53.2400016784668,25.06999969482422,28.170000076293945,78.30999755859375,n_schools_3km,seasonal_water_px,pop_2km,-0.0585,0.0495,0.0392,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,54,0,0,False,0.31752750776969985,0.258,est 53.2 ±25.1 Mbps (28.2–78.3) · clear of the line · 54 people within 2km
S0526,Salarom Baru,Nabawan,116.3856184,4.9674178,468.0,,43.63999938964844,10.550000190734863,33.099998474121094,54.18999862670898,rwi,backhaul_km,pop_2km,0.2851,-0.2845,-0.2041,modelled,A_noterrain_v1,2026-08-07,34.06,0.33,47,0,0,False,0.3178668371231424,0.258,est 43.6 ±10.6 Mbps (33.1–54.2) · clear of the line · 47 people within 2km
