radius_km,mast_id,mast_lat,mast_lon,s_id,s_lat,s_lon,dist_km,chosen_by_distance
3,S0033,6.4764024,116.8436982,S1190,6.4860679,116.8662016,2.709,1
3,S0038,6.5228172,116.5023056,S0274,6.5215802,116.5176299,1.699,1
3,S0041,6.4565219,116.5024247,S0364,6.4821376,116.4939753,2.997,1
3,S0041,6.4565219,116.5024247,S0365,6.4635833,116.4878031,1.796,1
3,S0041,6.4565219,116.5024247,S0394,6.4442068,116.5127843,1.785,1
3,S0042,5.3132388,116.4101726,S0629,5.3214327,116.4157143,1.098,1
3,S0042,5.3132388,116.4101726,S0631,5.3030662,116.3959753,1.937,1
3,S0044,5.2313137,116.3580845,S0693,5.2181166,116.344786,2.079,1
3,S0044,5.2313137,116.3580845,S0697,5.2419511,116.3674556,1.573,1
3,S0044,5.2313137,116.3580845,S0700,5.2314063,116.3720737,1.549,1
3,S0044,5.2313137,116.3580845,S0702,5.2312481,116.358671,0.065,1
3,S0044,5.2313137,116.3580845,S0703,5.2413062,116.3539969,1.2,1
3,S0048,5.9303108,116.7709674,S0872,5.9384793,116.7797184,1.327,0
3,S0048,5.9303108,116.7709674,S0886,5.9452917,116.7695968,1.673,0
3,S0049,5.2732968,116.3747193,S0623,5.292031,116.3884042,2.576,0
3,S0049,5.2732968,116.3747193,S0632,5.2832779,116.379809,1.245,0
3,S0049,5.2732968,116.3747193,S0634,5.2882954,116.3810541,1.809,0
3,S0049,5.2732968,116.3747193,S0638,5.2601226,116.3734017,1.472,0
3,S0049,5.2732968,116.3747193,S0639,5.2593984,116.3756262,1.549,0
3,S0053,5.2908601,116.0344046,S0707,5.3012077,116.0350168,1.153,0
3,S0053,5.2908601,116.0344046,S0746,5.3050012,116.0470604,2.106,0
3,S0053,5.2908601,116.0344046,S0752,5.2886435,116.0349977,0.255,0
3,S0053,5.2908601,116.0344046,S0718,5.3025712,116.0534426,2.478,0
3,S0057,5.4228974,116.209765,S0679,5.4190511,116.2334792,2.66,1
3,S0057,5.4228974,116.209765,S0688,5.4307567,116.2278076,2.18,1
3,S0057,5.4228974,116.209765,S0689,5.4176834,116.227837,2.083,1
3,S0057,5.4228974,116.209765,S0758,5.4385565,116.1878393,2.987,1
3,S0057,5.4228974,116.209765,S0769,5.4328911,116.1968184,1.813,1
3,S0057,5.4228974,116.209765,S1076,5.4127509,116.2331743,2.826,1
3,S0060,6.1135252,116.8611805,S0915,6.126042,116.863994,1.426,1
3,S0060,6.1135252,116.8611805,S0931,6.1160327,116.863674,0.392,1
3,S0060,6.1135252,116.8611805,S0944,6.1141163,116.8612539,0.066,1
3,S0062,5.4587899,116.2736526,S0664,5.4542071,116.2578834,1.818,1
3,S0062,5.4587899,116.2736526,S0667,5.4797716,116.2752866,2.34,1
3,S0062,5.4587899,116.2736526,S0668,5.4489856,116.2702798,1.152,1
3,S0062,5.4587899,116.2736526,S0670,5.4728503,116.2654893,1.806,1
3,S0062,5.4587899,116.2736526,S0674,5.4455835,116.2688726,1.561,1
3,S0062,5.4587899,116.2736526,S0675,5.4585487,116.2659994,0.848,1
3,S0062,5.4587899,116.2736526,S0676,5.4464732,116.267259,1.542,1
3,S0062,5.4587899,116.2736526,S0677,5.4816186,116.2690947,2.588,1
3,S0062,5.4587899,116.2736526,S0678,5.4582441,116.2733047,0.072,1
3,S0062,5.4587899,116.2736526,S0680,5.4623131,116.2811304,0.916,1
3,S0062,5.4587899,116.2736526,S0681,5.4719211,116.2803596,1.638,1
3,S0062,5.4587899,116.2736526,S0683,5.4676301,116.2678351,1.175,1
3,S0062,5.4587899,116.2736526,S0684,5.455013,116.2639664,1.151,1
3,S0062,5.4587899,116.2736526,S0685,5.451431,116.2568816,2.029,1
3,S0062,5.4587899,116.2736526,S0687,5.4457484,116.2570889,2.338,1
3,S0063,6.108734,116.8184033,S0928,6.1095094,116.8182326,0.088,1
3,S0063,6.108734,116.8184033,S0941,6.119726,116.7986317,2.504,1
3,S0066,5.4146548,116.5084813,S0614,5.4257658,116.5207264,1.834,1
3,S0066,5.4146548,116.5084813,S0618,5.4025431,116.4863082,2.8,1
3,S0077,5.7908133,116.8168422,S0856,5.7919059,116.811607,0.592,1
3,S0077,5.7908133,116.8168422,S0862,5.797142,116.8189854,0.743,1
3,S0077,5.7908133,116.8168422,S0870,5.788846,116.8179208,0.249,1
3,S0077,5.7908133,116.8168422,S0875,5.7984346,116.8143039,0.893,1
3,S0078,5.8641269,116.5839984,S0988,5.8670441,116.5672761,1.878,1
3,S0078,5.8641269,116.5839984,S1008,5.864768,116.578317,0.632,1
3,S0078,5.8641269,116.5839984,S1020,5.8730698,116.5840241,0.994,1
3,S0083,5.4526327,115.6245849,S0188,5.44141,115.6382102,1.958,1
3,S0088,5.4071403,115.6728513,S0186,5.3968433,115.6876589,2.0,1
3,S0088,5.4071403,115.6728513,S0187,5.4023466,115.6848433,1.431,1
3,S0088,5.4071403,115.6728513,S0189,5.4223745,115.6640257,1.956,1
3,S0088,5.4071403,115.6728513,S0191,5.4164768,115.6768857,1.13,1
3,S0111,5.0186735,115.9059101,S1294,5.009984,115.9218609,2.014,0
3,S0114,5.1423979,116.289617,S1074,5.1381847,116.2829209,0.877,1
3,S0130,4.7181021,116.4422487,S0553,4.7138076,116.4598441,2.008,0
3,S0130,4.7181021,116.4422487,S0555,4.7247292,116.4472719,0.924,0
3,S0130,4.7181021,116.4422487,S0556,4.7125431,116.4669454,2.806,0
3,S0130,4.7181021,116.4422487,S0559,4.7157558,116.4513129,1.038,0
3,S0132,6.0508758,116.2835896,S1386,6.0582824,116.282368,0.835,1
3,S0135,5.5142364,115.5361321,S0256,5.4994293,115.5463513,1.998,1
3,S0159,5.2967088,115.3584871,S0257,5.3040795,115.3690652,1.429,1
3,S0162,4.7053675,116.4807819,S0533,4.7154608,116.47698,1.199,0
3,S0162,4.7053675,116.4807819,S0553,4.7138076,116.4598441,2.503,0
3,S0162,4.7053675,116.4807819,S0556,4.7125431,116.4669454,1.729,0
3,S0166,6.661511,117.2077305,S0456,6.6648177,117.2073658,0.37,1
3,S0178,6.2383709,116.2825212,S0240,6.2443677,116.2902122,1.08,1
3,S0179,6.3240036,116.3743229,S0360,6.3219835,116.3868016,1.397,1
3,S0179,6.3240036,116.3743229,S0404,6.3239734,116.3515484,2.517,1
3,S0181,5.8241814,117.4379987,S0466,5.8344594,117.4367943,1.151,1
3,S0185,6.0282512,116.4629369,S0417,6.0279292,116.4434492,2.155,1
3,S0185,6.0282512,116.4629369,S0419,6.0325619,116.4855496,2.546,1
3,S0185,6.0282512,116.4629369,S0420,6.0132916,116.4791545,2.446,1
3,S0186,5.3968433,115.6876589,S0088,5.4071403,115.6728513,2.0,0
3,S0186,5.3968433,115.6876589,S0187,5.4023466,115.6848433,0.687,0
3,S0186,5.3968433,115.6876589,S0191,5.4164768,115.6768857,2.488,0
3,S0187,5.4023466,115.6848433,S0088,5.4071403,115.6728513,1.431,0
3,S0187,5.4023466,115.6848433,S0186,5.3968433,115.6876589,0.687,0
3,S0187,5.4023466,115.6848433,S0191,5.4164768,115.6768857,1.801,0
3,S0188,5.44141,115.6382102,S0083,5.4526327,115.6245849,1.958,0
3,S0189,5.4223745,115.6640257,S0088,5.4071403,115.6728513,1.956,0
3,S0189,5.4223745,115.6640257,S0191,5.4164768,115.6768857,1.567,0
3,S0191,5.4164768,115.6768857,S0088,5.4071403,115.6728513,1.13,0
3,S0191,5.4164768,115.6768857,S0186,5.3968433,115.6876589,2.488,0
3,S0191,5.4164768,115.6768857,S0187,5.4023466,115.6848433,1.801,0
3,S0191,5.4164768,115.6768857,S0189,5.4223745,115.6640257,1.567,0
3,S0196,5.9479941,118.014302,S1365,5.9484425,118.0140645,0.056,1
3,S0202,5.4070377,117.9501832,S0261,5.4061473,117.9516956,0.195,1
3,S0202,5.4070377,117.9501832,S0262,5.4200674,117.9418331,1.719,1
3,S0205,5.9696538,117.9102422,S1366,5.9945988,117.9113975,2.777,1
3,S0214,6.3056896,116.4403454,S0215,6.283342,116.453604,2.885,1
3,S0214,6.3056896,116.4403454,S0345,6.2888642,116.4473655,2.025,1
3,S0215,6.283342,116.453604,S0214,6.3056896,116.4403454,2.885,0
3,S0215,6.283342,116.453604,S0216,6.281577,116.457519,0.475,0
3,S0215,6.283342,116.453604,S0344,6.2647561,116.4537819,2.067,0
3,S0215,6.283342,116.453604,S0345,6.2888642,116.4473655,0.923,0
3,S0216,6.281577,116.457519,S0215,6.283342,116.453604,0.475,0
3,S0216,6.281577,116.457519,S0343,6.2556724,116.4596676,2.89,0
3,S0216,6.281577,116.457519,S0344,6.2647561,116.4537819,1.915,0
3,S0216,6.281577,116.457519,S0345,6.2888642,116.4473655,1.384,0
3,S0240,6.2443677,116.2902122,S0178,6.2383709,116.2825212,1.08,0
3,S0242,6.3120478,116.7332936,S0379,6.3363692,116.7327757,2.705,1
3,S0243,6.3871847,116.7747033,S0383,6.3795511,116.7597414,1.859,1
3,S0256,5.4994293,115.5463513,S0135,5.5142364,115.5361321,1.998,0
3,S0257,5.3040795,115.3690652,S0159,5.2967088,115.3584871,1.429,0
3,S0261,5.4061473,117.9516956,S0202,5.4070377,117.9501832,0.195,0
3,S0261,5.4061473,117.9516956,S0262,5.4200674,117.9418331,1.894,0
3,S0262,5.4200674,117.9418331,S0202,5.4070377,117.9501832,1.719,0
3,S0262,5.4200674,117.9418331,S0261,5.4061473,117.9516956,1.894,0
3,S0273,6.4544107,116.8012118,S0384,6.4390311,116.8076006,1.85,1
3,S0274,6.5215802,116.5176299,S0038,6.5228172,116.5023056,1.699,0
3,S0279,6.8828641,116.6805184,S0280,6.8728835,116.6760968,1.212,1
3,S0280,6.8728835,116.6760968,S0279,6.8828641,116.6805184,1.212,0
3,S0284,6.1615009,116.7975091,S0940,6.15882,116.7789947,2.068,0
3,S0307,6.3129372,116.3458603,S0404,6.3239734,116.3515484,1.379,1
3,S0307,6.3129372,116.3458603,S0406,6.3394007,116.3431186,2.958,1
3,S0307,6.3129372,116.3458603,S0407,6.3064939,116.3280651,2.093,1
3,S0307,6.3129372,116.3458603,S0410,6.3000554,116.328518,2.393,1
3,S0315,6.2285288,116.4551222,S0316,6.2251585,116.4491033,0.764,1
3,S0315,6.2285288,116.4551222,S0318,6.2186365,116.4523971,1.14,1
3,S0315,6.2285288,116.4551222,S0319,6.2360746,116.4494384,1.048,1
3,S0315,6.2285288,116.4551222,S0320,6.2137719,116.4515128,1.689,1
3,S0315,6.2285288,116.4551222,S0321,6.2065818,116.4454789,2.663,1
3,S0315,6.2285288,116.4551222,S0339,6.2473825,116.4525488,2.116,1
3,S0315,6.2285288,116.4551222,S0340,6.2495427,116.451671,2.368,1
3,S0315,6.2285288,116.4551222,S0346,6.2399444,116.4347245,2.587,1
3,S0315,6.2285288,116.4551222,S0348,6.2514125,116.4612922,2.634,1
3,S0315,6.2285288,116.4551222,S0366,6.2218072,116.4428194,1.552,1
3,S0315,6.2285288,116.4551222,S0372,6.2275471,116.4499,0.587,1
3,S0315,6.2285288,116.4551222,S0403,6.2493073,116.4626154,2.454,1
3,S0316,6.2251585,116.4491033,S0315,6.2285288,116.4551222,0.764,0
3,S0316,6.2251585,116.4491033,S0318,6.2186365,116.4523971,0.811,0
3,S0316,6.2251585,116.4491033,S0319,6.2360746,116.4494384,1.214,0
3,S0316,6.2251585,116.4491033,S0320,6.2137719,116.4515128,1.294,0
3,S0316,6.2251585,116.4491033,S0321,6.2065818,116.4454789,2.104,0
3,S0316,6.2251585,116.4491033,S0322,6.1992736,116.4466573,2.891,0
3,S0316,6.2251585,116.4491033,S0339,6.2473825,116.4525488,2.5,0
3,S0316,6.2251585,116.4491033,S0340,6.2495427,116.451671,2.726,0
3,S0316,6.2251585,116.4491033,S0346,6.2399444,116.4347245,2.287,0
3,S0316,6.2251585,116.4491033,S0366,6.2218072,116.4428194,0.788,0
3,S0316,6.2251585,116.4491033,S0372,6.2275471,116.4499,0.28,0
3,S0318,6.2186365,116.4523971,S0315,6.2285288,116.4551222,1.14,0
3,S0318,6.2186365,116.4523971,S0316,6.2251585,116.4491033,0.811,0
3,S0318,6.2186365,116.4523971,S0319,6.2360746,116.4494384,1.966,0
3,S0318,6.2186365,116.4523971,S0320,6.2137719,116.4515128,0.55,0
3,S0318,6.2186365,116.4523971,S0321,6.2065818,116.4454789,1.543,0
3,S0318,6.2186365,116.4523971,S0322,6.1992736,116.4466573,2.245,0
3,S0318,6.2186365,116.4523971,S0366,6.2218072,116.4428194,1.116,0
3,S0318,6.2186365,116.4523971,S0372,6.2275471,116.4499,1.029,0
3,S0319,6.2360746,116.4494384,S0315,6.2285288,116.4551222,1.048,0
3,S0319,6.2360746,116.4494384,S0316,6.2251585,116.4491033,1.214,0
3,S0319,6.2360746,116.4494384,S0318,6.2186365,116.4523971,1.966,0
3,S0319,6.2360746,116.4494384,S0320,6.2137719,116.4515128,2.491,0
3,S0319,6.2360746,116.4494384,S0339,6.2473825,116.4525488,1.304,0
3,S0319,6.2360746,116.4494384,S0340,6.2495427,116.451671,1.518,0
3,S0319,6.2360746,116.4494384,S0343,6.2556724,116.4596676,2.455,0
3,S0319,6.2360746,116.4494384,S0346,6.2399444,116.4347245,1.682,0
3,S0319,6.2360746,116.4494384,S0348,6.2514125,116.4612922,2.151,0
3,S0319,6.2360746,116.4494384,S0366,6.2218072,116.4428194,1.747,0
3,S0319,6.2360746,116.4494384,S0372,6.2275471,116.4499,0.95,0
3,S0319,6.2360746,116.4494384,S0403,6.2493073,116.4626154,2.07,0
3,S0320,6.2137719,116.4515128,S0315,6.2285288,116.4551222,1.689,0
3,S0320,6.2137719,116.4515128,S0316,6.2251585,116.4491033,1.294,0
3,S0320,6.2137719,116.4515128,S0318,6.2186365,116.4523971,0.55,0
3,S0320,6.2137719,116.4515128,S0319,6.2360746,116.4494384,2.491,0
3,S0320,6.2137719,116.4515128,S0321,6.2065818,116.4454789,1.041,0
3,S0320,6.2137719,116.4515128,S0322,6.1992736,116.4466573,1.699,0
3,S0320,6.2137719,116.4515128,S0366,6.2218072,116.4428194,1.312,0
3,S0320,6.2137719,116.4515128,S0372,6.2275471,116.4499,1.542,0
3,S0321,6.2065818,116.4454789,S0315,6.2285288,116.4551222,2.663,1
3,S0321,6.2065818,116.4454789,S0316,6.2251585,116.4491033,2.104,1
3,S0321,6.2065818,116.4454789,S0318,6.2186365,116.4523971,1.543,1
3,S0321,6.2065818,116.4454789,S0320,6.2137719,116.4515128,1.041,1
3,S0321,6.2065818,116.4454789,S0322,6.1992736,116.4466573,0.823,1
3,S0321,6.2065818,116.4454789,S0338,6.1852478,116.4455836,2.372,1
3,S0321,6.2065818,116.4454789,S0366,6.2218072,116.4428194,1.718,1
3,S0321,6.2065818,116.4454789,S0372,6.2275471,116.4499,2.382,1
3,S0322,6.1992736,116.4466573,S0316,6.2251585,116.4491033,2.891,0
3,S0322,6.1992736,116.4466573,S0318,6.2186365,116.4523971,2.245,0
3,S0322,6.1992736,116.4466573,S0320,6.2137719,116.4515128,1.699,0
3,S0322,6.1992736,116.4466573,S0321,6.2065818,116.4454789,0.823,0
3,S0322,6.1992736,116.4466573,S0338,6.1852478,116.4455836,1.564,0
3,S0322,6.1992736,116.4466573,S0366,6.2218072,116.4428194,2.541,0
3,S0333,6.1239943,116.4532593,S0334,6.1466984,116.445671,2.66,1
3,S0333,6.1239943,116.4532593,S0413,6.1388087,116.4522523,1.651,1
3,S0334,6.1466984,116.445671,S0333,6.1239943,116.4532593,2.66,0
3,S0334,6.1466984,116.445671,S0413,6.1388087,116.4522523,1.14,0
3,S0338,6.1852478,116.4455836,S0321,6.2065818,116.4454789,2.372,0
3,S0338,6.1852478,116.4455836,S0322,6.1992736,116.4466573,1.564,0
3,S0339,6.2473825,116.4525488,S0315,6.2285288,116.4551222,2.116,0
3,S0339,6.2473825,116.4525488,S0316,6.2251585,116.4491033,2.5,0
3,S0339,6.2473825,116.4525488,S0319,6.2360746,116.4494384,1.304,0
3,S0339,6.2473825,116.4525488,S0340,6.2495427,116.451671,0.259,0
3,S0339,6.2473825,116.4525488,S0341,6.2491271,116.4754237,2.536,0
3,S0339,6.2473825,116.4525488,S0343,6.2556724,116.4596676,1.212,0
3,S0339,6.2473825,116.4525488,S0344,6.2647561,116.4537819,1.937,0
3,S0339,6.2473825,116.4525488,S0346,6.2399444,116.4347245,2.137,0
3,S0339,6.2473825,116.4525488,S0348,6.2514125,116.4612922,1.065,0
3,S0339,6.2473825,116.4525488,S0372,6.2275471,116.4499,2.225,0
3,S0339,6.2473825,116.4525488,S0403,6.2493073,116.4626154,1.133,0
3,S0340,6.2495427,116.451671,S0315,6.2285288,116.4551222,2.368,0
3,S0340,6.2495427,116.451671,S0316,6.2251585,116.4491033,2.726,0
3,S0340,6.2495427,116.451671,S0319,6.2360746,116.4494384,1.518,0
3,S0340,6.2495427,116.451671,S0339,6.2473825,116.4525488,0.259,0
3,S0340,6.2495427,116.451671,S0341,6.2491271,116.4754237,2.626,0
3,S0340,6.2495427,116.451671,S0343,6.2556724,116.4596676,1.116,0
3,S0340,6.2495427,116.451671,S0344,6.2647561,116.4537819,1.708,0
3,S0340,6.2495427,116.451671,S0346,6.2399444,116.4347245,2.156,0
3,S0340,6.2495427,116.451671,S0348,6.2514125,116.4612922,1.084,0
3,S0340,6.2495427,116.451671,S0372,6.2275471,116.4499,2.454,0
3,S0340,6.2495427,116.451671,S0403,6.2493073,116.4626154,1.21,0
3,S0341,6.2491271,116.4754237,S0339,6.2473825,116.4525488,2.536,0
3,S0341,6.2491271,116.4754237,S0340,6.2495427,116.451671,2.626,0
3,S0341,6.2491271,116.4754237,S0343,6.2556724,116.4596676,1.888,0
3,S0341,6.2491271,116.4754237,S0344,6.2647561,116.4537819,2.957,0
3,S0341,6.2491271,116.4754237,S0348,6.2514125,116.4612922,1.583,0
3,S0341,6.2491271,116.4754237,S0403,6.2493073,116.4626154,1.416,0
3,S0343,6.2556724,116.4596676,S0216,6.281577,116.457519,2.89,0
3,S0343,6.2556724,116.4596676,S0319,6.2360746,116.4494384,2.455,0
3,S0343,6.2556724,116.4596676,S0339,6.2473825,116.4525488,1.212,0
3,S0343,6.2556724,116.4596676,S0340,6.2495427,116.451671,1.116,0
3,S0343,6.2556724,116.4596676,S0341,6.2491271,116.4754237,1.888,0
3,S0343,6.2556724,116.4596676,S0344,6.2647561,116.4537819,1.201,0
3,S0343,6.2556724,116.4596676,S0348,6.2514125,116.4612922,0.507,0
3,S0343,6.2556724,116.4596676,S0403,6.2493073,116.4626154,0.779,0
3,S0344,6.2647561,116.4537819,S0215,6.283342,116.453604,2.067,1
3,S0344,6.2647561,116.4537819,S0216,6.281577,116.457519,1.915,1
3,S0344,6.2647561,116.4537819,S0339,6.2473825,116.4525488,1.937,1
3,S0344,6.2647561,116.4537819,S0340,6.2495427,116.451671,1.708,1
3,S0344,6.2647561,116.4537819,S0341,6.2491271,116.4754237,2.957,1
3,S0344,6.2647561,116.4537819,S0343,6.2556724,116.4596676,1.201,1
3,S0344,6.2647561,116.4537819,S0345,6.2888642,116.4473655,2.773,1
3,S0344,6.2647561,116.4537819,S0348,6.2514125,116.4612922,1.7,1
3,S0344,6.2647561,116.4537819,S0403,6.2493073,116.4626154,1.976,1
3,S0345,6.2888642,116.4473655,S0214,6.3056896,116.4403454,2.025,0
3,S0345,6.2888642,116.4473655,S0215,6.283342,116.453604,0.923,0
3,S0345,6.2888642,116.4473655,S0216,6.281577,116.457519,1.384,0
3,S0345,6.2888642,116.4473655,S0344,6.2647561,116.4537819,2.773,0
3,S0346,6.2399444,116.4347245,S0315,6.2285288,116.4551222,2.587,0
3,S0346,6.2399444,116.4347245,S0316,6.2251585,116.4491033,2.287,0
3,S0346,6.2399444,116.4347245,S0319,6.2360746,116.4494384,1.682,0
3,S0346,6.2399444,116.4347245,S0339,6.2473825,116.4525488,2.137,0
3,S0346,6.2399444,116.4347245,S0340,6.2495427,116.451671,2.156,0
3,S0346,6.2399444,116.4347245,S0366,6.2218072,116.4428194,2.206,0
3,S0346,6.2399444,116.4347245,S0372,6.2275471,116.4499,2.171,0
3,S0348,6.2514125,116.4612922,S0315,6.2285288,116.4551222,2.634,0
3,S0348,6.2514125,116.4612922,S0319,6.2360746,116.4494384,2.151,0
3,S0348,6.2514125,116.4612922,S0339,6.2473825,116.4525488,1.065,0
3,S0348,6.2514125,116.4612922,S0340,6.2495427,116.451671,1.084,0
3,S0348,6.2514125,116.4612922,S0341,6.2491271,116.4754237,1.583,0
3,S0348,6.2514125,116.4612922,S0343,6.2556724,116.4596676,0.507,0
3,S0348,6.2514125,116.4612922,S0344,6.2647561,116.4537819,1.7,0
3,S0348,6.2514125,116.4612922,S0372,6.2275471,116.4499,2.937,0
3,S0348,6.2514125,116.4612922,S0403,6.2493073,116.4626154,0.276,0
3,S0351,6.2917772,116.5161892,S0352,6.2893898,116.5213042,0.625,1
3,S0352,6.2893898,116.5213042,S0351,6.2917772,116.5161892,0.625,0
3,S0355,6.0412176,116.7087175,S0960,6.0293568,116.7251583,2.246,0
3,S0360,6.3219835,116.3868016,S0179,6.3240036,116.3743229,1.397,0
3,S0364,6.4821376,116.4939753,S0041,6.4565219,116.5024247,2.997,0
3,S0364,6.4821376,116.4939753,S0365,6.4635833,116.4878031,2.173,0
3,S0365,6.4635833,116.4878031,S0041,6.4565219,116.5024247,1.796,0
3,S0365,6.4635833,116.4878031,S0364,6.4821376,116.4939753,2.173,0
3,S0366,6.2218072,116.4428194,S0315,6.2285288,116.4551222,1.552,0
3,S0366,6.2218072,116.4428194,S0316,6.2251585,116.4491033,0.788,0
3,S0366,6.2218072,116.4428194,S0318,6.2186365,116.4523971,1.116,0
3,S0366,6.2218072,116.4428194,S0319,6.2360746,116.4494384,1.747,0
3,S0366,6.2218072,116.4428194,S0320,6.2137719,116.4515128,1.312,0
3,S0366,6.2218072,116.4428194,S0321,6.2065818,116.4454789,1.718,0
3,S0366,6.2218072,116.4428194,S0322,6.1992736,116.4466573,2.541,0
3,S0366,6.2218072,116.4428194,S0346,6.2399444,116.4347245,2.206,0
3,S0366,6.2218072,116.4428194,S0372,6.2275471,116.4499,1.01,0
3,S0372,6.2275471,116.4499,S0315,6.2285288,116.4551222,0.587,0
3,S0372,6.2275471,116.4499,S0316,6.2251585,116.4491033,0.28,0
3,S0372,6.2275471,116.4499,S0318,6.2186365,116.4523971,1.029,0
3,S0372,6.2275471,116.4499,S0319,6.2360746,116.4494384,0.95,0
3,S0372,6.2275471,116.4499,S0320,6.2137719,116.4515128,1.542,0
3,S0372,6.2275471,116.4499,S0321,6.2065818,116.4454789,2.382,0
3,S0372,6.2275471,116.4499,S0339,6.2473825,116.4525488,2.225,0
3,S0372,6.2275471,116.4499,S0340,6.2495427,116.451671,2.454,0
3,S0372,6.2275471,116.4499,S0346,6.2399444,116.4347245,2.171,0
3,S0372,6.2275471,116.4499,S0348,6.2514125,116.4612922,2.937,0
3,S0372,6.2275471,116.4499,S0366,6.2218072,116.4428194,1.01,0
3,S0372,6.2275471,116.4499,S0403,6.2493073,116.4626154,2.798,0
3,S0375,6.1940804,116.7735199,S0943,6.20053,116.7656937,1.124,1
3,S0375,6.1940804,116.7735199,S0061,6.2072984,116.7677359,1.603,1
3,S0379,6.3363692,116.7327757,S0242,6.3120478,116.7332936,2.705,0
3,S0379,6.3363692,116.7327757,S0380,6.3424779,116.740202,1.065,0
3,S0380,6.3424779,116.740202,S0379,6.3363692,116.7327757,1.065,1
3,S0380,6.3424779,116.740202,S0381,6.3629363,116.7548147,2.79,1
3,S0380,6.3424779,116.740202,S0382,6.36331,116.7450321,2.377,1
3,S0383,6.3795511,116.7597414,S0243,6.3871847,116.7747033,1.859,0
3,S0383,6.3795511,116.7597414,S0381,6.3629363,116.7548147,1.926,0
3,S0383,6.3795511,116.7597414,S0382,6.36331,116.7450321,2.43,0
3,S0384,6.4390311,116.8076006,S0273,6.4544107,116.8012118,1.85,0
3,S0389,6.3928187,117.3832823,S0390,6.3981983,117.385528,0.648,1
3,S0390,6.3981983,117.385528,S0389,6.3928187,117.3832823,0.648,0
3,S0393,6.4023072,116.5293282,S0395,6.4237159,116.5214103,2.536,0
3,S0394,6.4442068,116.5127843,S0041,6.4565219,116.5024247,1.785,0
3,S0394,6.4442068,116.5127843,S0395,6.4237159,116.5214103,2.47,0
3,S0394,6.4442068,116.5127843,S0396,6.4268077,116.5106171,1.949,0
3,S0395,6.4237159,116.5214103,S0393,6.4023072,116.5293282,2.536,1
3,S0395,6.4237159,116.5214103,S0394,6.4442068,116.5127843,2.47,1
3,S0395,6.4237159,116.5214103,S0396,6.4268077,116.5106171,1.241,1
3,S0396,6.4268077,116.5106171,S0394,6.4442068,116.5127843,1.949,0
3,S0396,6.4268077,116.5106171,S0395,6.4237159,116.5214103,1.241,0
3,S0403,6.2493073,116.4626154,S0315,6.2285288,116.4551222,2.454,0
3,S0403,6.2493073,116.4626154,S0319,6.2360746,116.4494384,2.07,0
3,S0403,6.2493073,116.4626154,S0339,6.2473825,116.4525488,1.133,0
3,S0403,6.2493073,116.4626154,S0340,6.2495427,116.451671,1.21,0
3,S0403,6.2493073,116.4626154,S0341,6.2491271,116.4754237,1.416,0
3,S0403,6.2493073,116.4626154,S0343,6.2556724,116.4596676,0.779,0
3,S0403,6.2493073,116.4626154,S0344,6.2647561,116.4537819,1.976,0
3,S0403,6.2493073,116.4626154,S0348,6.2514125,116.4612922,0.276,0
3,S0403,6.2493073,116.4626154,S0372,6.2275471,116.4499,2.798,0
3,S0404,6.3239734,116.3515484,S0179,6.3240036,116.3743229,2.517,1
3,S0404,6.3239734,116.3515484,S0307,6.3129372,116.3458603,1.379,1
3,S0404,6.3239734,116.3515484,S0405,6.3380572,116.3291819,2.926,1
3,S0404,6.3239734,116.3515484,S0406,6.3394007,116.3431186,1.952,1
3,S0405,6.3380572,116.3291819,S0404,6.3239734,116.3515484,2.926,0
3,S0405,6.3380572,116.3291819,S0406,6.3394007,116.3431186,1.547,0
3,S0406,6.3394007,116.3431186,S0307,6.3129372,116.3458603,2.958,0
3,S0406,6.3394007,116.3431186,S0404,6.3239734,116.3515484,1.952,0
3,S0406,6.3394007,116.3431186,S0405,6.3380572,116.3291819,1.547,0
3,S0407,6.3064939,116.3280651,S0307,6.3129372,116.3458603,2.093,0
3,S0407,6.3064939,116.3280651,S0410,6.3000554,116.328518,0.718,0
3,S0410,6.3000554,116.328518,S0307,6.3129372,116.3458603,2.393,0
3,S0410,6.3000554,116.328518,S0407,6.3064939,116.3280651,0.718,0
3,S0413,6.1388087,116.4522523,S0333,6.1239943,116.4532593,1.651,0
3,S0413,6.1388087,116.4522523,S0334,6.1466984,116.445671,1.14,0
3,S0417,6.0279292,116.4434492,S0185,6.0282512,116.4629369,2.155,0
3,S0419,6.0325619,116.4855496,S0185,6.0282512,116.4629369,2.546,0
3,S0419,6.0325619,116.4855496,S0420,6.0132916,116.4791545,2.256,0
3,S0420,6.0132916,116.4791545,S0185,6.0282512,116.4629369,2.446,0
3,S0420,6.0132916,116.4791545,S0419,6.0325619,116.4855496,2.256,0
3,S0432,4.8645291,115.8777495,S0433,4.8621763,115.8897693,1.357,0
3,S0432,4.8645291,115.8777495,S1257,4.8602808,115.8774283,0.474,0
3,S0432,4.8645291,115.8777495,S1265,4.8489683,115.8820235,1.794,0
3,S0432,4.8645291,115.8777495,S1270,4.8751133,115.9010094,2.833,0
3,S0432,4.8645291,115.8777495,S1287,4.8626957,115.8968561,2.127,0
3,S0432,4.8645291,115.8777495,S1290,4.8455687,115.8824868,2.173,0
3,S0432,4.8645291,115.8777495,S1297,4.8680918,115.8841145,0.809,0
